model,auroc_mean,auroc_ci95_lo,auroc_ci95_hi
random_forest,0.918164188752424,0.8912854536466349,0.9450429238582131
logreg_L2,0.915055349062702,0.8825037131323895,0.9476069849930145
categorical_nb_discretized,0.9143503555268261,0.8799052043953084,0.9487955066583438
svm_rbf,0.9036421299288948,0.8664716275705752,0.9408126322872145
tan_bayes,0.8970345830639948,0.8626488520206053,0.9314203141073842
grad_boost,0.8905441984486101,0.8511511519227105,0.9299372449745097
